_id,sentence,target,aspect,Business_Area,Topic,score,Sentiment_Category,type,split
16054,@Dojiknows th SP and the potential of QNX BES10 and BBM  cross platform will bring good news in time $bbry,BBRY,Corporate/Strategy/New Product,Corporate,Strategy,0.284,Positive,post,train
16058,$NUGT longer term bullish,NUGT,Stock/Price Action/Bullish,Stock,Price Action,0.814,Positive,post,train
16059,"2nd raise this year.  ""@BVHealthcare: $QCOR Questcor Increases Quarterly Cash Dividend 20 Percent.. http://stks.co/goan""",QCOR,Corporate/Dividend Policy,Corporate,Dividend Policy,0.576,Positive,post,train
16061,$PAY 2nd time test of the 21.20-30 b/o zone.  Still not breaking out.  Moved my stop up to 20.80.,PAY,Stock/Price Action,Stock,Price Action,0.093,Neutral,post,train
16066,$SPY  still wants higher I think.,SPY,Stock/Price Action/Bullish,Stock,Price Action,0.448,Positive,post,train
16079,$BBRY lets see 14+ today,BBRY,Stock/Price Action/Future Price/Direction,Stock,Price Action,0.302,Positive,post,train
16083,$DCTH Near HOD,DCTH,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.366,Positive,post,train
16084,$MSFT SQL Server revenue grew double-digit with SQL Server Premium revenue growing over 30% http://stks.co/ir2F,MSFT,Corporate/Sales,Corporate,Sales,0.454,Positive,post,train
16085,$GTE LONG at 7.44,GTE,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.732,Positive,post,train
16089,$DARA breaking out,DARA,Stock/Price Action/Bullish,Stock,Price Action,0.427,Positive,post,train
16094,$TSLA gyrating @ S1 above gap. keeping an eye on S2 http://stks.co/jQfB,TSLA,Stock/Price Action/Bullish,Stock,Price Action,0.346,Positive,post,train
16100,"$CNP Sell Short Position on CNP,...Closed for Profit $ 59,367.00 (7.75%) http://stks.co/ghjc",CNP,Stock/Price Action/Volatility/Short Selling,Stock,Price Action,0.155,Neutral,post,train
16102,$BBRY Actually lost .03c per share if U incl VZ as no debt and 3.1 in Cash.,BBRY,Corporate/Financial/Financial Results/Earnings,Corporate,Financial,-0.238,Negative,post,train
16103,$BBRY nice bounce,BBRY,Stock/Price Action/Bullish,Stock,Price Action,0.296,Positive,post,train
16108,"$DNN picked some up, like this going into 2014",DNN,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.653,Positive,post,train
16110,$NUGT Gold above 1400...wow,NUGT,Stock/Price Action/Bullish,Stock,Price Action,0.424,Positive,post,train
16111,$BBRY Ready for Take OFF!,BBRY,Stock/Price Action/Bullish,Stock,Price Action,0.472,Positive,post,train
16112,$VOLC THIS STOCK HAS A VERY VERY VERY VERY VERY HIGH PROBABILITY OF RALLYING TOMORROW AND/OR EARLY NEXT WEEK,VOLC,Stock/Price Action/Bullish,Stock,Price Action,0.72,Positive,post,train
16121,"$YOKU high volume blast off Friday, goes higher  http://stks.co/qSaL",YOKU,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.565,Positive,post,train
16132,$aapl key is to breakout above 460 on solid volume or else it's a no trade for now,AAPL,Stock/Technical Analysis/Breakout,Stock,Technical Analysis,0.123,Neutral,post,train
16133,$spy bumping its head on declining daily 8ma as overhead resistance. Then the big brother 50ma just above that.,SPY,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,-0.35,Negative,post,train
16141,"Long Position on $IP,....Scaling UP http://stks.co/sIln",IP,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.662,Positive,post,train
16142,$FB churning in high volume @ IPO price. Lot's of sellers trying to get out. Might take a while here to consolidate before moving higher.,FB,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.215,Negative,post,train
16144,The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,BA,Stock/Price Action/Bearish/Bear Position,Stock,Price Action,-0.493,Negative,post,train
16154,"$TXRH reports Q1 EPS of $0.37 versus the estimated $0.35, beating by $0.02. EPS were Up 19% from the same quarter last year.",TXRH,Corporate/Financial/Financial Results/Earnings,Corporate,Financial,0.365,Positive,post,train
16156,"$AAPL is now beaten down, hated, etc. / hhhmm opposite of 700> what happens next?",AAPL,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.303,Negative,post,train
16160,@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,NOK,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.404,Positive,post,train
16161,$AMCN pushing highs,AMCN,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.543,Positive,post,train
16163,@pierrules: $SIRI LONG!!,SIRI,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.759,Positive,post,train
16164,$FB SHIFTING ON THE 15 MINUTE HERE - SUSPECT TO TAKE HIGHS,FB,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.442,Positive,post,train
16166,$AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing. Currently it is the shorts rejoicing,AMRN,Stock/Price Action,Stock,Price Action,-0.54,Negative,post,train
16176,"$CNDO 21% short float, shorts likely to take profits into close",CNDO,Stock/Price Action/Current Price/Oversold,Stock,Price Action,-0.327,Negative,post,train
16177,$RNN staying above the open a very good sign!!!,RNN,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.551,Positive,post,train
16178,Watch these bancos.they're holding up relatively well compared to the broad market $XLF $BAC $GS $C <--large C buying in $BAC in backburner,XLF,Stock/Price Action,Stock,Price Action,0.394,Positive,post,train
16190,$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX),CAT,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.337,Negative,post,train
16200,$PRGN A bottom right here?,PRGN,Stock/Price Action,Stock,Price Action,0.041,Neutral,post,train
16202,"$SPY Less than 0.2% down and people are calling it bearish. Some heading for exits already. Maybe 1% down will be ""the crash""? Disturbing!",SPY,Stock/Price Action,Stock,Price Action,-0.148,Neutral,post,train
16203,"$P bull flag on the daily, earnings on the table tomorrow +/-12 move.Will straddle this one into earnings..lots of vol guaranteed here",P,Stock/Price Action/Bullish,Stock,Price Action,0.335,Positive,post,train
16204,$AAPL Action into the close indicates that $AAPL probably hit a near term high.  Momentum slowing after a huge run.,AAPL,Stock/Price Action,Stock,Price Action,0.124,Neutral,post,train
16213,$V A potential bearish shark pattern if point B $226 to be taken out. http://stks.co/i0GGH,V,Stock/Technical Analysis,Stock,Technical Analysis,-0.326,Negative,post,train
16215,$AMZN Trailing 12 months operating cash flow rose 48% to $4.98 billion & free cash flow decreased 63% to $388 million http://stks.co/c06zG,AMZN,Corporate/Financial/Accounting/Cash Flow,Corporate,Financial,-0.009,Neutral,post,train
16217,"$RNN day traders flushed out, it should start going up slowly from now on .",RNN,Stock/Price Action/Bullish,Stock,Price Action,0.411,Positive,post,train
16220,@chessNwine: $IWM 30-Minute Chart. Small caps threatening descending triangle breakdown under $110.20.  http://stks.co/r0KKm,IWM,Stock/Technical Analysis,Stock,Technical Analysis,-0.382,Negative,post,train
16223,$YELP This goes green and so many shorts are toast!,YELP,Stock/Price Action/Bullish,Stock,Price Action,0.463,Positive,post,train
16224,RT @tomhend777 $MU needs to hold here -Broken for now. Needs big flush. Still not technically oversold so now big bounce yet,MU,Stock/Technical Analysis,Stock,Technical Analysis,-0.046,Neutral,post,train
16227,$AMRN Got sell signal 7/1/14 still in force with target below 1.50,AMRN,Stock/Signal/Sell Signal,Stock,Signal,-0.431,Negative,post,train
16228,"$SLV POS, been saying it for 2 years. Going lower. Forget about it or go short.",SLV,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.631,Negative,post,train
16238,New recommendation from Carl Kirst of BMO Capital Markets for $WMB is BUY.Price target is $62:http://stks.co/t0S0r,WMB,Stock/Coverage/AnalystRatings,Stock,Coverage,0.566,Positive,post,train
16239,$DNKN $KKD $DPZ $LOCO Inside week buy triggers. http://stks.co/h0vV8  http://stks.co/r0ebN,LOCO,Stock/Technical Analysis,Stock,Technical Analysis,0.485,Positive,post,train
16270,"$RIG whos ever pushing this is crazy, get ready for suspended dividend (turning into growth stock) blow out earnings, and major buyback, lol",RIG,Corporate/Dividend Policy,Corporate,Dividend Policy,-0.023,Neutral,post,train
16271,$AAPL Nice RSI 33 bounce at 9:58,AAPL,Stock/Technical Analysis,Stock,Technical Analysis,0.291,Positive,post,train
16284,"$AXDX I got bored, and took my proprietary profit exit. I didn't like the option liquidity and lousy spreads.",AXDX,Stock/Price Action/Bearish,Stock,Price Action,-0.334,Negative,post,train
16287,$NFLX Easy pop to 500$ by end of feb.. Then steady as she goes for 600 into second earnings report..800$ year end no matter what,NFLX,Stock/Price Action/Bullish,Stock,Price Action,0.577,Positive,post,train
16298,$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,IWM,Stock/Price Action/Bearish,Stock,Price Action,-0.262,Negative,post,train
16306,@saltwaternurse $INO can test 10 again in next few days. time to take some profits here. or hedge with puts.,INO,Stock/Price Action/Bearish,Stock,Price Action,-0.169,Neutral,post,train
16309,"@Stockoptionexpert: $MAT - 6%, big trader added 10000 April put contracts 3 days ago  http://stks.co/c1Ols",MAT,Stock/Options/Unusual Put Activity,Stock,Options,-0.576,Negative,post,train
16311,$FTI Breakout today after reporting earnings last night,FTI,Stock/Technical Analysis/Breakout,Stock,Technical Analysis,0.554,Positive,post,train
16321,"$KO had missed earnings expectations for the last two quarters, so today’s strong results came as a major surprise http://stks.co/d0RHF",KO,Corporate/Financial/Financial Results/Earnings/Earnings Beat,Corporate,Financial,0.338,Positive,post,train
16337,$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,COH,Stock/Signal/Buy Signal,Stock,Signal,0.527,Positive,post,train
16344,$BABA may take a few days wks months watch what happened to $FB $TWTR after they IPO. mrkt needs to washout. to hunt well need 2 wait stalk.,TWTR,Stock/Price Action,Stock,Price Action,-0.055,Neutral,post,train
16347,$RAD All my charts are flashing oversold.,RAD,Stock/Price Action/Current Price/Oversold,Stock,Price Action,-0.011,Neutral,post,train
16363,$RSOL bought 3500 shares today!,RSOL,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.738,Positive,post,train
16364,$ARIA This is the reason why shorts don't show up...long steady small climbs. The best way to accrue value. IMO,ARIA,Stock/Price Action/Bullish/Bullish Behaviour,Stock,Price Action,0.484,Positive,post,train
16373,$CAMT Looks like might break down. I'm out,CAMT,Stock/Price Action/Bearish/Bearish Behaviour,Stock,Price Action,-0.516,Negative,post,train
16395,$ATHN Seems like a good short setup. Stop above the 50 day. No position.,ATHN,Stock/Price Action/Volatility/Short Selling,Stock,Price Action,-0.338,Negative,post,train
16396,$KIOR My god. Market getting crushed today. Gotta hold if anything g should recover some tomorrow I imagine.,KIOR,Market/Market,Market,Market,-0.302,Negative,post,train
16398,$AAPL  downgrade is bias. This stock is a buy.,AAPL,Stock/Price Action/Bullish,Stock,Price Action,0.498,Positive,post,train
16399,LinkedIn Revenue Up Nearly 50% http://stks.co/g1F4T  $LNKD,LNKD,Corporate/Financial/Financial Results/Earnings,Corporate,Financial,0.423,Positive,post,train
16403,$PLUG bear raid,PLUG,Stock/Price Action/Bearish,Stock,Price Action,-0.48,Negative,post,train
16405,$GPRO down 25% since Tue morning.,GPRO,Stock/Price Action/Bearish,Stock,Price Action,-0.527,Negative,post,train
16417,$ROST Ross Stores Upgraded to Outperform at RBC Capital Markets http://stks.co/j0Q9t,ROST,Stock/Coverage/AnalystRatings/Upgrade,Stock,Coverage,0.565,Positive,post,train
16433,$ARIA Bounce Player! Long above $6.17 http://stks.co/q0WfF,ARIA,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.383,Positive,post,train
16435,"$TSLA looking good..i'd love to see a basing action here, letting the RSI take a breather. http://stks.co/g1T7c",TSLA,Stock/Technical Analysis,Stock,Technical Analysis,0.362,Positive,post,train
16438,$RAD I would consider this opportunity to add my position because the company is on the right track they are still improving sales...,RAD,Corporate/Sales/Sales,Corporate,Sales,0.401,Positive,post,train
16440,$GTAT Will re-enter short on bounce...,GTAT,Stock/Price Action/Bearish,Stock,Price Action,-0.46,Negative,post,train
16450,$TROW Ascending triangle gives a bullish bias to this chart. Breakout above 84 will be positive http://stks.co/g0ls5,TROW,Stock/Technical Analysis,Stock,Technical Analysis,0.544,Positive,post,train
16464,$AEGN MACD and ADX are crossing over the signal lines! Long Setup http://stks.co/qzzx,AEGN,Stock/Signal/Buy Signal,Stock,Signal,0.569,Positive,post,train
16465,what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,INO,Stock/Price Action/Volatility/Selling Pressure,Stock,Price Action,-0.507,Negative,post,train
16468,$RNN More bleeding Monday.,RNN,Stock/Price Action/Bearish,Stock,Price Action,-0.465,Negative,post,train
16476,$PLUG Closed short position. Small gain. Not interested in options expiring worthless,PLUG,Stock/Price Action/Volatility/Short Selling,Stock,Price Action,0.143,Neutral,post,train
16477,$UBNT still having some trouble at the resistance line. Should resolve soon.@cheri1 @strattonite   http://stks.co/c0sU4,UBNT,Stock/Price Action,Stock,Price Action,0.071,Neutral,post,train
16483,$TWTR The best scenario going forward is this stock slowly falling everyday....Which is quite probable...,TWTR,Stock/Price Action/Bearish/Bearish Behaviour,Stock,Price Action,-0.264,Negative,post,train
16491,$MXWL Oh snap. Just went long again. LT,MXWL,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.691,Positive,post,train
16493,$HRL ready to pop! http://stks.co/s0Ny4,HRL,Stock/Price Action/Bullish,Stock,Price Action,0.336,Positive,post,train
16501,Just stumbled upon this amazing chart - $OFIX - holy guac. SUPER overbought. http://stks.co/e0PX1,OFIX,Stock/Price Action/Bearish,Stock,Price Action,-0.497,Negative,post,train
16505,$FB i guess they want it down look at the those sell orders,FB,Stock/Price Action/Bearish/Bearish Behaviour,Stock,Price Action,-0.465,Negative,post,train
16506,@ACInvestorBlog: $SPY eod run :),SPY,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.391,Positive,post,train
16513,Phew! So far good $BBRY did not break 10.40 coz I was told that is key support level.,BBRY,Stock/Price Action,Stock,Price Action,0.145,Neutral,post,train
16517,$Oil slid to a four-year low after #OPEC kept its oil production unchanged  http://stks.co/a1IX4 $USO $WTI $Brent,WTI,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.369,Negative,post,train
16525,$CDTI bounce here on support or H&S setup this area is very important for bulls to not lose http://stks.co/c0mf3,CDTI,Stock/Price Action,Stock,Price Action,0.374,Positive,post,train
16526,$LNKD Daily Phase 2 retest - Price experiencing early rejection. Can it retest? http://stks.co/t04xX,LNKD,Stock/Price Action/Bearish,Stock,Price Action,-0.228,Negative,post,train
16536,3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating on $NTAP.,NTAP,Stock/Coverage/AnalystRatings,Stock,Coverage,0.214,Positive,post,train
16555,$GOOG Testing the 200 day after some consolidation http://stks.co/h0cPJ,GOOG,Stock/Technical Analysis,Stock,Technical Analysis,0.285,Positive,post,train
16569,Walter Investment Management Corp Receives a Sell from Compass Point $WAC http://stks.co/c1IvX,WAC,Stock/Coverage/AnalystRatings/Downgrade,Stock,Coverage,-0.45,Negative,post,train
16587,"So as of today's close (8/15/14), I'm long $TSLA $AMTD $TWTR $FB $AAPL $CELG - all on a longer-term, technical swing long basis.",TWTR,Stock/Technical Analysis,Stock,Technical Analysis,0.591,Positive,post,train
16588,"$HAL If bulls lucky enuff to get an upside gap fill, better take it. Wouldn't chase it here. http://stks.co/r12Us",HAL,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.054,Neutral,post,train
16598,@1nvestor: $SODA has a 42.71% Float Short. LoL  http://stks.co/e0DfP,SODA,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.392,Negative,post,train
16600,"@BrooklynBandit: $SIMO Basing nice. A close over 24.18 is bullish $QQQ $SPY $STUDY watch for a close near HOD. Currently up +3%"" up +5%",SPY,Stock/Price Action,Stock,Price Action,0.361,Positive,post,train
16602,$KEP breaking out when the market pulls back  http://stks.co/r0cet,KEP,Stock/Price Action/Bullish,Stock,Price Action,0.413,Positive,post,train
16604,$VIPS similar pattern like beginning of May. Did u sell? Same now..will go up much higher after this drop.,VIPS,Stock/Price Action,Stock,Price Action,0.479,Positive,post,train
16609,"@Binkster69 Not that. it's just ER's lol. But looking at the correlation of $ARIA and foreign price charts, they are all poised to breakout.",ARIA,Stock/Technical Analysis/Breakout,Stock,Technical Analysis,0.5,Positive,post,train
16618,$GDX $GDXJ $JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill -,JNUG,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.55,Positive,post,train
16629,@BULLYA @pollux654321 My 50 $KORS 80 Calls are going to b a Blessing for my Daughters tuition!,KORS,Stock/Price Action/Bullish,Stock,Price Action,0.431,Positive,post,train
16634,$FB they are hitting  everything in sight.short it. but twtr,FB,Stock/Price Action/Bearish,Stock,Price Action,-0.504,Negative,post,train
16637,$TSLA You have to love these types of articles. SS interest rose on 12/15 on day before we hit our lows. http://stks.co/c1QKr,TSLA,Stock/Price Action/Bearish,Stock,Price Action,-0.405,Negative,post,train
16641,"$KNDI Let's see some higher highs and higher lows rest of the day , slow and steady",KNDI,Stock/Price Action,Stock,Price Action,0.396,Positive,post,train
16643,"$IFF technical alerts: Stochastic Sell Signal, 200 DMA Support, and 50 DMA Support  http://stks.co/p12QY",IFF,Stock/Signal/Sell Signal,Stock,Signal,-0.471,Negative,post,train
16647,"$INO Up, up, and away!",INO,Stock/Price Action/Bullish,Stock,Price Action,0.604,Positive,post,train
16648,$BOBE down $2.84  premarket,BOBE,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.512,Negative,post,train
16668,$CHRM Loooooongggggg base,CHRM,Stock/Price Action/Bullish,Stock,Price Action,0.557,Positive,post,train
16672,$NQ got hit hard lower this AM --> looks like it has found support a 18.89 http://stks.co/s052z,NQ,Stock/Price Action,Stock,Price Action,-0.551,Negative,post,train
16687,$RSH - looking for first profitable quarter in 3 years!!!  ;).  LONG & STRONG,RSH,Stock/Price Action/Bullish,Stock,Price Action,0.643,Positive,post,train
16688,$GS sells flat..I am out..,GS,Stock/Price Action/Bearish,Stock,Price Action,-0.541,Negative,post,train
16691,Synergy Pharma Soars 67% Today On Positive Phase 3 Results $SGYP http://stks.co/j2awg,SGYP,Stock/Price Action,Stock,Price Action,0.623,Positive,post,train
16692,NaturalGas Settles At 3-year Low $DBO $BNO  http://stks.co/d27qX,DBO,Stock/Price Action/Bearish,Stock,Price Action,-0.563,Negative,post,train
16693,$WX Decent pull back . .,WX,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.325,Negative,post,train
16698,"09:01 AM      $AKS  DJ AK Steel Revenue Rises 36% on Auto Sector Demand, Acquisition",AKS,Corporate/Financial/Financial Results/Earnings,Corporate,Financial,0.42,Positive,post,train
16699,$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,BBRY,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.561,Positive,post,train
16700,Long $GPRO for a brealout trade,GPRO,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.594,Positive,post,train
16706,$UGAZ Will this cold put a dent in the massive horizontal rig production. Who knows  http://stks.co/p1V6P,UGAZ,Corporate/Risks/Halt in Services,Corporate,Risks,-0.237,Negative,post,train
16708,$ISRG - ISRG Short - http://stks.co/f1vVU http://stks.co/c1qrm,ISRG,Stock/Price Action/Bearish/Bear Position,Stock,Price Action,-0.678,Negative,post,train
16716,"$HPQ Says Breakup Will Cost Billions, but Sees Savings Too http://stks.co/p27hZ",HPQ,Corporate/Risks,Corporate,Risks,-0.265,Negative,post,train
16740,@Renatta @Fr0van @kjepeneter @RPTL  Strong close 4 $PLNR  coming,PLNR,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.523,Positive,post,train
16741,Buyback not trending right ( $CPIX spending more as shares pricier). Hopefully will pull back w 6.87 Q2 closing VWAP,CPIX,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.231,Negative,post,train
16747,"$GILD Sandbagged the guidance so the can use that last 3 billion up.  CC was cautiously optimistic, wait til Next ER for confirmation",GILD,Corporate/Financial/Financial Results/Earnings/Company Guidance,Corporate,Financial,-0.083,Neutral,post,train
16751,End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,LPG,Stock/Technical Analysis,Stock,Technical Analysis,-0.385,Negative,post,train
16765,$YANG Double bottom 5.2,YANG,Stock/Technical Analysis,Stock,Technical Analysis,0.23,Positive,post,train
16786,$HYG Potential continuation Uptrend on a 60'-15'-4' charts http://stks.co/t1Qp6,HYG,Stock/Technical Analysis,Stock,Technical Analysis,0.437,Positive,post,train
16798,$CYTX looks like an ascending channel on Finfiz http://stks.co/f26r4,CYTX,Stock/Technical Analysis,Stock,Technical Analysis,0.363,Positive,post,train
16799,$AAPL Now I'm glad I got stopped out of my $113 weeklies when I did. Will re-enter next Monday for the #earnings run-up.,AAPL,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,0.089,Neutral,post,train
16804,"$WFM Bought a little yesterday, hoping for an earnings pop.",WFM,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.562,Positive,post,train
16806,EUR/USD Finding Support Near 1.10 Level $ERO $UUP $UDN $FXE  http://stks.co/b29eU,UUP,Stock/Price Action,Stock,Price Action,0.259,Positive,post,train
16817,$IBIO  up 10% in premarket ready for lift off,IBIO,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.507,Positive,post,train
16833,"RECAP: $MSFT rumor this morning had them spinning off XBOX unit, stock grinds up all day to close on highs",MSFT,Corporate/Rumors/Rumors,Corporate,Rumors,0.594,Positive,post,train
16849,"$AAPL AAPL finally breaking under the 49 M.A.. With no buybacks this week, look for AAPL to test the 120 support area.",AAPL,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.2,Neutral,post,train
16856,"$DGI technical alerts: Gilligan's Island Buy Setup, Stochastic Buy Signal, Lizard Bullish, Hammer Candlestick, Wid... http://stks.co/c29Nu",DGI,Stock/Signal/Buy Signal,Stock,Signal,0.564,Positive,post,train
16863,$LUV Continues to consolidate above previous break out area...,LUV,Stock/Price Action/Bullish,Stock,Price Action,0.227,Positive,post,train
16866,$REN bottoming out again.. Good time to buy,REN,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.587,Positive,post,train
16868,$GOOGL Hit With Lawsuit from Russian Search Engine $YNDX http://stks.co/b1kD8,YNDX,Corporate/Legal/Lawsuit,Corporate,Legal,-0.17,Neutral,post,train
16870,$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,AAPL,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.238,Negative,post,train
16873,$GALE Breakout Coming Soon!,GALE,Stock/Technical Analysis/Breakout,Stock,Technical Analysis,0.465,Positive,post,train
16880,"$RUSS Don't catch falling knives, but I think an entry is coming soon on this",RUSS,Stock/Price Action/Bearish,Stock,Price Action,0.1,Neutral,post,train
16885,$AAPL $131 rally mode,AAPL,Stock/Price Action/Bullish,Stock,Price Action,0.5,Positive,post,train
16888,$MPWR CEO sells 450k april 15th..meh,MPWR,Stock/Insider Activity/Insider Selling,Stock,Insider Activity,-0.195,Neutral,post,train
16890,"Homebuilders - $RYL breaking below support, watch this one.  $SPY",SPY,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.397,Negative,post,train
16912,$AAPL afternoon selloff as usual will be brutal. get ready to lose a ton of money.,AAPL,Stock/Price Action/Bearish,Stock,Price Action,-0.569,Negative,post,train
16914,$AMZN Going thru the roof needs a sell!,AMZN,Stock/Price Action,Stock,Price Action,0.441,Positive,post,train
16915,"$ESI on lows, down $1.50 to $2.50 BK a real possibility",ESI,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.465,Negative,post,train
16916,Short on $ATVI from 24.55.,ATVI,Stock/Price Action/Bearish/Bear Position,Stock,Price Action,-0.745,Negative,post,train
16920,End Of Day Scan: Bullish MA  Crossovers $BBVA $PDS $NTLS $NGL $SBRCY $FGL $MTNOY $TTT  www.dailystockplays.com,TTT,Stock/Technical Analysis,Stock,Technical Analysis,0.457,Positive,post,train
16925,"@louiebeene vwap is 1.63, held the trend line. Should be on a LOT of radars. $NAVB",NAVB,Stock/Price Action,Stock,Price Action,0.325,Positive,post,train
16926,$NEON oversold,NEON,Stock/Price Action/Current Price/Oversold,Stock,Price Action,0.43,Positive,post,train
16927,"$SSYS just re-tested lows . Should rise steadily from here. It hit $81 just 21 trading days ago, and $130.86 on Sept 18. It'll do it again.",SSYS,Stock/Price Action/Bullish,Stock,Price Action,0.395,Positive,post,train
16928,"$KNDI Break that HOD on volume, and we have a nice consolidation completed for another run.",KNDI,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.602,Positive,post,train
16934,$INVE : SEE YA ABOVE $8,INVE,Stock/Price Action/Bullish,Stock,Price Action,0.502,Positive,post,train
16938,$BXS: BancorpSouth Announces Extension of Merger Agreements with ... http://stks.co/s2PDF,BXS,Corporate/M&A/Proposed Merger,Corporate,M&A,0.348,Positive,post,train
16940,"Maglan Capital Up +20.84% In February, Long Fairpoint  http://stks.co/s1eQc $$ $FRP",FRP,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.559,Positive,post,train
16947,Exact (EXAS) Flagged As Strong On High Volume $EXAS http://stks.co/r26Ra,EXAS,Stock/Price Action/Bullish,Stock,Price Action,0.385,Positive,post,train
16956,$BIOC RSI extremely in long's favor looking at BIOC historically.,BIOC,Stock/Technical Analysis,Stock,Technical Analysis,0.503,Positive,post,train
16966,$TNH Looks like an explosive setup if it can break the 20EMA and 105 level http://stks.co/b1SVH,TNH,Stock/Price Action/Bullish,Stock,Price Action,0.348,Positive,post,train
16971,$VMW  Got a nice push today following small sweepers of May C this morning,VMW,Stock/Price Action/Bullish,Stock,Price Action,0.28,Positive,post,train
16975,$DDD 3D Systems (DDD) Stock Receives Ratings Downgrade Today at Jefferies http://stks.co/g1cqd,DDD,Stock/Coverage/AnalystRatings/Downgrade,Stock,Coverage,-0.501,Negative,post,train
16977,$AAPL Dips being bought up real quick. Higher lows fo sho,AAPL,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.249,Positive,post,train
16978,Long $X 24.62,X,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.601,Positive,post,train
16982,$NKE gapping up to all time highs http://stks.co/q1jAu #tradeideas http://stks.co/r1j6c,NKE,Stock/Price Action/Current Price/52-Week High,Stock,Price Action,0.782,Positive,post,train
16986,@Intuitiv $CLNE gasoline prices spike in California. http://stks.co/t1bOi,CLNE,Stock/Price Action/Bullish,Stock,Price Action,0.46,Positive,post,train
16994,ESPN Files Lawsuit Against Verizon - http://stks.co/i2Cj1 $VZ,VZ,Corporate/Legal/Lawsuit,Corporate,Legal,-0.346,Negative,post,train
17008,$AVGO great growth stk &  also raised dividend . clearly a great investment http://stks.co/r2F3h,AVGO,Corporate/Dividend Policy/Dividend/Dividend going up,Corporate,Dividend Policy,0.597,Positive,post,train
17010,"$RXII Tang really is toxic, they keep bringing the share price down. At least they could let it climb a little before dragging it down.",RXII,Stock/Price Action/Bearish,Stock,Price Action,-0.507,Negative,post,train
17020,$AAPL near a 3% drop thats a lot... now the best i can do is HOLD ER lol,AAPL,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.304,Negative,post,train
